storm_id,timestamp,t_hours,lng,lat,wind_speed,pressure
2025_0001,2025-06-10T12:00:00Z,0,114.3,15.4,15,998
2025_0001,2025-06-10T18:00:00Z,6,114.2,15.7,15,998
2025_0001,2025-06-11T00:00:00Z,12,113.9,16.2,15,998
2025_0001,2025-06-11T06:00:00Z,18,112.4,16.7,15,998
2025_0001,2025-06-11T12:00:00Z,24,111.4,16.4,18,995
2025_0001,2025-06-11T18:00:00Z,30,110.9,16.6,20,990
2025_0001,2025-06-12T00:00:00Z,36,110.3,17.0,20,990
2025_0001,2025-06-12T06:00:00Z,42,109.9,17.2,20,990
2025_0001,2025-06-12T12:00:00Z,48,109.6,17.3,25,985
2025_0001,2025-06-12T15:00:00Z,51,109.3,17.5,25,985
2025_0001,2025-06-12T18:00:00Z,54,109.1,17.8,28,982
2025_0001,2025-06-12T21:00:00Z,57,108.8,18.1,28,982
2025_0001,2025-06-13T00:00:00Z,60,108.6,18.3,28,982
2025_0001,2025-06-13T03:00:00Z,63,108.5,18.4,30,980
2025_0001,2025-06-13T06:00:00Z,66,108.3,18.6,30,980
2025_0001,2025-06-13T09:00:00Z,69,108.3,18.7,33,975
2025_0001,2025-06-13T12:00:00Z,72,108.4,18.8,33,975
2025_0001,2025-06-13T15:00:00Z,75,108.7,19.1,30,980
2025_0001,2025-06-13T18:00:00Z,78,108.8,19.7,30,980
2025_0001,2025-06-13T21:00:00Z,81,108.9,20.0,30,980
2025_0001,2025-06-14T00:00:00Z,84,109.1,20.3,33,975
2025_0001,2025-06-14T03:00:00Z,87,109.5,20.7,33,975
2025_0001,2025-06-14T06:00:00Z,90,109.9,21.3,28,985
2025_0001,2025-06-14T09:00:00Z,93,110.2,21.7,23,988
2025_0001,2025-06-14T12:00:00Z,96,110.5,22.1,20,990
2025_0001,2025-06-14T15:00:00Z,99,110.7,22.5,18,992
2025_0001,2025-06-14T18:00:00Z,102,111.4,23.1,15,995
2025_0001,2025-06-14T21:00:00Z,105,111.8,23.9,15,995
2025_0001,2025-06-15T00:00:00Z,108,112.4,24.4,15,995
2025_0001,2025-06-15T03:00:00Z,111,113.1,25.0,15,995
2025_0001,2025-06-15T06:00:00Z,114,114.1,25.5,15,995
2025_0001,2025-06-15T09:00:00Z,117,115.2,26.1,15,995
2025_0001,2025-06-15T12:00:00Z,120,116.8,26.7,13,998
2025_0001,2025-06-15T15:00:00Z,123,118.5,27.3,10,1000
2025_0001,2025-06-15T18:00:00Z,126,120.4,28.2,10,1000
2025_0002,2025-06-21T06:00:00Z,0,147.3,21.0,13,1005
2025_0002,2025-06-21T12:00:00Z,6,146.8,21.5,13,1005
2025_0002,2025-06-21T18:00:00Z,12,146.4,21.8,13,1005
2025_0002,2025-06-22T00:00:00Z,18,146.2,22.5,13,1005
2025_0002,2025-06-22T06:00:00Z,24,146.4,22.8,13,1005
2025_0002,2025-06-22T12:00:00Z,30,146.0,23.2,15,1002
2025_0002,2025-06-22T18:00:00Z,36,145.3,23.9,15,1002
2025_0002,2025-06-23T00:00:00Z,42,144.7,24.6,18,1000
2025_0002,2025-06-23T06:00:00Z,48,144.0,25.8,18,1000
2025_0002,2025-06-23T12:00:00Z,54,143.0,27.0,18,1000
2025_0002,2025-06-23T18:00:00Z,60,141.9,28.4,18,1000
2025_0002,2025-06-24T00:00:00Z,66,141.0,29.3,18,1000
2025_0002,2025-06-24T06:00:00Z,72,140.4,30.0,18,1000
2025_0002,2025-06-24T12:00:00Z,78,140.1,30.5,15,1002
2025_0002,2025-06-24T18:00:00Z,84,139.8,31.3,15,1002
2025_0002,2025-06-25T00:00:00Z,90,139.5,32.0,15,1002
2025_0002,2025-06-25T06:00:00Z,96,139.6,32.8,13,1005
2025_0002,2025-06-25T12:00:00Z,102,139.7,33.5,13,1005
2025_0002,2025-06-25T18:00:00Z,108,140.3,34.5,13,1005
2025_0002,2025-06-26T00:00:00Z,114,141.4,35.8,13,1005
2025_0002,2025-06-26T06:00:00Z,120,143.6,37.1,13,1005
2025_0002,2025-06-26T12:00:00Z,126,145.3,38.5,13,1005
2025_0003,2025-06-24T00:00:00Z,0,116.8,16.0,13,1002
2025_0003,2025-06-24T06:00:00Z,6,116.4,15.9,13,1002
2025_0003,2025-06-24T12:00:00Z,12,116.0,15.9,13,1002
2025_0003,2025-06-24T18:00:00Z,18,115.0,16.2,13,1002
2025_0003,2025-06-24T21:00:00Z,21,114.3,16.7,13,1002
2025_0003,2025-06-25T00:00:00Z,24,113.7,17.3,13,1002
2025_0003,2025-06-25T03:00:00Z,27,113.4,17.6,13,1002
2025_0003,2025-06-25T06:00:00Z,30,113.1,17.8,13,1002
2025_0003,2025-06-25T09:00:00Z,33,112.7,18.2,13,1002
2025_0003,2025-06-25T12:00:00Z,36,112.4,18.6,13,1002
2025_0003,2025-06-25T15:00:00Z,39,111.9,19.0,13,1002
2025_0003,2025-06-25T18:00:00Z,42,111.5,19.4,13,1002
2025_0003,2025-06-25T21:00:00Z,45,111.0,19.8,15,998
2025_0003,2025-06-26T00:00:00Z,48,110.7,20.2,23,994
2025_0003,2025-06-26T03:00:00Z,51,110.4,20.6,20,995
2025_0003,2025-06-26T06:00:00Z,54,110.2,20.9,18,996
2025_0003,2025-06-26T09:00:00Z,57,110.0,21.3,18,996
2025_0003,2025-06-26T12:00:00Z,60,109.8,21.6,13,998
2025_0003,2025-06-26T15:00:00Z,63,109.4,22.0,10,1000
2025_0003,2025-06-26T18:00:00Z,66,108.9,22.5,10,1000
2025_0003,2025-06-26T21:00:00Z,69,108.6,22.9,10,1002
2025_0003,2025-06-27T00:00:00Z,72,108.1,23.6,10,1002
2025_0004,2025-07-01T00:00:00Z,0,148.3,21.2,13,1005
2025_0004,2025-07-01T06:00:00Z,6,148.1,22.4,15,1002
2025_0004,2025-07-01T12:00:00Z,12,147.9,23.1,15,1002
2025_0004,2025-07-01T18:00:00Z,18,147.6,24.2,15,1002
2025_0004,2025-07-02T00:00:00Z,24,147.4,25.1,15,1002
2025_0004,2025-07-02T06:00:00Z,30,146.8,25.6,15,1002
2025_0004,2025-07-02T12:00:00Z,36,146.3,26.1,18,998
2025_0004,2025-07-02T18:00:00Z,42,145.8,26.6,18,998
2025_0004,2025-07-03T00:00:00Z,48,145.4,26.8,20,995
2025_0004,2025-07-03T06:00:00Z,54,145.4,27.6,23,992
2025_0004,2025-07-03T12:00:00Z,60,145.4,28.4,23,992
2025_0004,2025-07-03T18:00:00Z,66,145.1,29.0,23,992
2025_0004,2025-07-04T00:00:00Z,72,145.2,29.6,23,992
2025_0004,2025-07-04T06:00:00Z,78,145.4,30.1,23,992
2025_0004,2025-07-04T12:00:00Z,84,145.7,30.6,25,990
2025_0004,2025-07-04T18:00:00Z,90,145.9,30.9,25,990
2025_0004,2025-07-05T00:00:00Z,96,146.3,31.1,28,985
2025_0004,2025-07-05T06:00:00Z,102,147.0,31.0,28,985
2025_0004,2025-07-05T12:00:00Z,108,147.9,31.3,28,985
2025_0004,2025-07-05T18:00:00Z,114,148.7,31.7,28,985
2025_0004,2025-07-06T00:00:00Z,120,149.1,32.2,25,990
2025_0004,2025-07-06T06:00:00Z,126,149.5,32.6,25,990
2025_0004,2025-07-06T12:00:00Z,132,149.6,33.4,23,992
2025_0004,2025-07-06T18:00:00Z,138,149.5,33.9,23,992
2025_0004,2025-07-07T00:00:00Z,144,148.9,34.7,23,992
2025_0004,2025-07-07T06:00:00Z,150,148.4,35.7,20,995
2025_0004,2025-07-07T12:00:00Z,156,148.0,36.7,18,998
2025_0004,2025-07-07T18:00:00Z,162,148.3,38.1,15,1002
2025_0004,2025-07-08T00:00:00Z,168,149.1,39.3,15,1002
2025_0004,2025-07-08T06:00:00Z,174,150.4,40.9,13,1005
2025_0005,2025-07-03T00:00:00Z,0,122.5,19.7,13,1002
2025_0005,2025-07-03T06:00:00Z,6,121.6,19.9,13,1002
2025_0005,2025-07-03T12:00:00Z,12,120.7,19.9,13,1002
2025_0005,2025-07-03T18:00:00Z,18,119.8,19.8,13,1002
2025_0005,2025-07-04T00:00:00Z,24,118.9,19.7,15,1000
2025_0005,2025-07-04T06:00:00Z,30,118.3,19.8,15,1000
2025_0005,2025-07-04T12:00:00Z,36,117.7,20.0,15,1000
2025_0005,2025-07-04T18:00:00Z,42,117.5,20.1,18,998
2025_0005,2025-07-05T00:00:00Z,48,117.5,20.2,20,995
2025_0005,2025-07-05T06:00:00Z,54,117.7,20.5,25,985
2025_0005,2025-07-05T12:00:00Z,60,117.8,20.7,28,982
2025_0005,2025-07-05T18:00:00Z,66,118.0,21.0,30,980
2025_0005,2025-07-05T21:00:00Z,69,118.1,21.3,33,975
2025_0005,2025-07-06T00:00:00Z,72,118.2,21.6,35,970
2025_0005,2025-07-06T03:00:00Z,75,118.4,21.8,35,970
2025_0005,2025-07-06T06:00:00Z,78,118.8,22.1,38,965
2025_0005,2025-07-06T09:00:00Z,81,119.2,22.5,42,955
2025_0005,2025-07-06T12:00:00Z,84,119.6,22.9,45,950
2025_0005,2025-07-06T15:00:00Z,87,120.0,23.3,45,950
2025_0005,2025-07-06T18:00:00Z,90,120.7,24.0,38,965
2025_0005,2025-07-06T21:00:00Z,93,121.0,25.1,33,970
2025_0005,2025-07-07T00:00:00Z,96,121.1,25.7,28,982
2025_0005,2025-07-07T03:00:00Z,99,121.2,26.1,25,985
2025_0005,2025-07-07T06:00:00Z,102,121.4,26.5,23,990
2025_0005,2025-07-07T09:00:00Z,105,121.6,26.7,23,990
2025_0005,2025-07-07T12:00:00Z,108,121.8,27.0,23,990
2025_0005,2025-07-07T15:00:00Z,111,122.1,27.3,23,990
2025_0005,2025-07-07T18:00:00Z,114,122.4,27.6,23,990
2025_0005,2025-07-07T21:00:00Z,117,122.4,27.9,23,990
2025_0005,2025-07-08T00:00:00Z,120,122.3,28.0,23,990
2025_0005,2025-07-08T03:00:00Z,123,122.1,28.0,23,990
2025_0005,2025-07-08T06:00:00Z,126,121.9,28.0,23,990
2025_0005,2025-07-08T09:00:00Z,129,121.7,27.9,23,990
2025_0005,2025-07-08T12:00:00Z,132,121.4,27.8,23,990
2025_0005,2025-07-08T15:00:00Z,135,120.9,27.8,23,990
2025_0005,2025-07-08T18:00:00Z,138,120.1,27.4,20,992
2025_0005,2025-07-08T21:00:00Z,141,119.5,27.1,20,992
2025_0005,2025-07-09T00:00:00Z,144,119.2,26.9,18,994
2025_0005,2025-07-09T03:00:00Z,147,118.6,26.8,15,995
2025_0005,2025-07-09T06:00:00Z,150,118.2,26.5,13,995
2025_0005,2025-07-09T09:00:00Z,153,117.5,26.2,13,995
2025_0005,2025-07-09T12:00:00Z,156,117.0,25.9,13,995
2025_0005,2025-07-09T15:00:00Z,159,116.5,25.7,10,995
2025_0005,2025-07-09T18:00:00Z,162,116.0,25.0,10,995
2025_0005,2025-07-09T21:00:00Z,165,115.8,24.6,10,995
2025_0005,2025-07-10T00:00:00Z,168,115.7,24.2,10,995
2025_0005,2025-07-10T03:00:00Z,171,115.6,23.9,10,995
2025_0005,2025-07-10T06:00:00Z,174,115.5,23.6,10,995
2025_0005,2025-07-10T09:00:00Z,177,115.4,23.2,10,995
2025_0005,2025-07-10T12:00:00Z,180,115.3,22.9,10,995
2025_0005,2025-07-10T15:00:00Z,183,114.9,22.8,10,995
2025_0005,2025-07-10T18:00:00Z,186,114.5,22.8,10,995
2025_0005,2025-07-10T21:00:00Z,189,114.2,22.7,10,995
2025_0005,2025-07-11T00:00:00Z,192,113.9,22.5,10,995
2025_0006,2025-07-10T00:00:00Z,0,142.5,20.6,13,1002
2025_0006,2025-07-10T06:00:00Z,6,142.5,21.8,13,1002
2025_0006,2025-07-10T12:00:00Z,12,142.0,23.0,13,1002
2025_0006,2025-07-10T18:00:00Z,18,141.3,24.2,13,1002
2025_0006,2025-07-11T00:00:00Z,24,140.4,25.0,15,1000
2025_0006,2025-07-11T06:00:00Z,30,140.0,25.0,15,1000
2025_0006,2025-07-11T12:00:00Z,36,140.0,25.1,15,1000
2025_0006,2025-07-11T18:00:00Z,42,140.1,25.2,15,1000
2025_0006,2025-07-12T00:00:00Z,48,140.5,25.0,18,998
2025_0006,2025-07-12T06:00:00Z,54,141.4,24.8,18,998
2025_0006,2025-07-12T12:00:00Z,60,141.8,25.0,18,998
2025_0006,2025-07-12T18:00:00Z,66,142.1,25.3,18,998
2025_0006,2025-07-13T00:00:00Z,72,142.5,26.0,20,995
2025_0006,2025-07-13T06:00:00Z,78,143.1,27.6,20,995
2025_0006,2025-07-13T12:00:00Z,84,143.0,30.0,23,992
2025_0006,2025-07-13T18:00:00Z,90,142.0,32.3,25,990
2025_0006,2025-07-14T00:00:00Z,96,142.2,34.1,25,990
2025_0006,2025-07-14T06:00:00Z,102,142.6,36.7,23,992
2025_0006,2025-07-14T12:00:00Z,108,142.7,39.7,20,995
2025_0006,2025-07-14T18:00:00Z,114,143.4,42.5,20,995
2025_0006,2025-07-15T00:00:00Z,120,145.4,45.1,18,998
2025_0006,2025-07-15T06:00:00Z,126,148.1,46.9,15,1002
2025_0006,2025-07-15T12:00:00Z,132,151.3,48.1,13,1005
2025_0006,2025-07-15T18:00:00Z,138,157.0,48.7,10,1008
2025_0007,2025-07-11T18:00:00Z,0,123.2,30.1,13,1000
2025_0007,2025-07-12T00:00:00Z,6,123.3,30.5,13,1000
2025_0007,2025-07-12T06:00:00Z,12,122.8,30.8,13,1000
2025_0007,2025-07-12T12:00:00Z,18,122.9,30.4,13,1000
2025_0007,2025-07-12T18:00:00Z,24,123.6,30.9,15,998
2025_0007,2025-07-13T00:00:00Z,30,124.7,30.9,15,998
2025_0007,2025-07-13T06:00:00Z,36,125.9,31.0,15,998
2025_0007,2025-07-13T12:00:00Z,42,127.5,31.3,15,996
2025_0007,2025-07-13T18:00:00Z,48,129.7,31.9,15,994
2025_0007,2025-07-14T00:00:00Z,54,131.2,33.1,15,992
2025_0007,2025-07-14T06:00:00Z,60,132.7,34.5,15,990
2025_0007,2025-07-14T12:00:00Z,66,134.6,35.8,13,992
2025_0008,2025-07-16T06:00:00Z,0,130.8,13.9,13,1002
2025_0008,2025-07-16T12:00:00Z,6,129.6,14.1,13,1002
2025_0008,2025-07-16T18:00:00Z,12,128.5,14.3,15,1000
2025_0008,2025-07-17T00:00:00Z,18,127.2,14.6,15,1000
2025_0008,2025-07-17T06:00:00Z,24,126.6,15.2,15,1000
2025_0008,2025-07-17T12:00:00Z,30,125.7,16.3,15,1000
2025_0008,2025-07-17T18:00:00Z,36,124.9,17.2,18,998
2025_0008,2025-07-18T00:00:00Z,42,124.4,17.8,18,998
2025_0008,2025-07-18T06:00:00Z,48,123.5,18.5,20,995
2025_0008,2025-07-18T12:00:00Z,54,122.4,19.2,20,995
2025_0008,2025-07-18T18:00:00Z,60,120.8,19.7,23,990
2025_0008,2025-07-19T00:00:00Z,66,119.9,20.1,25,985
2025_0008,2025-07-19T06:00:00Z,72,119.0,20.5,28,982
2025_0008,2025-07-19T09:00:00Z,75,118.3,20.9,30,980
2025_0008,2025-07-19T12:00:00Z,78,117.6,21.2,30,980
2025_0008,2025-07-19T15:00:00Z,81,116.8,21.5,33,975
2025_0008,2025-07-19T18:00:00Z,84,116.1,21.6,35,970
2025_0008,2025-07-19T21:00:00Z,87,115.4,21.6,35,970
2025_0008,2025-07-20T00:00:00Z,90,114.7,21.6,35,970
2025_0008,2025-07-20T03:00:00Z,93,114.0,21.7,38,965
2025_0008,2025-07-20T06:00:00Z,96,113.4,21.8,35,970
2025_0008,2025-07-20T09:00:00Z,99,112.8,21.7,33,975
2025_0008,2025-07-20T12:00:00Z,102,112.3,21.6,28,978
2025_0008,2025-07-20T15:00:00Z,105,111.7,21.6,25,980
2025_0008,2025-07-20T18:00:00Z,108,111.0,21.6,23,982
2025_0008,2025-07-20T21:00:00Z,111,110.3,21.5,23,982
2025_0008,2025-07-21T00:00:00Z,114,109.9,21.2,20,984
2025_0008,2025-07-21T06:00:00Z,120,109.1,21.0,25,980
2025_0008,2025-07-21T12:00:00Z,126,108.4,21.0,28,978
2025_0008,2025-07-21T18:00:00Z,132,107.7,20.9,28,978
2025_0008,2025-07-22T00:00:00Z,138,106.8,20.6,25,980
2025_0008,2025-07-22T06:00:00Z,144,106.1,20.2,18,985
2025_0008,2025-07-22T12:00:00Z,150,105.0,19.7,15,990
2025_0008,2025-07-22T18:00:00Z,156,103.6,19.4,13,995
2025_0009,2025-07-22T06:00:00Z,0,132.4,17.9,13,1002
2025_0009,2025-07-22T12:00:00Z,6,131.9,19.0,15,1000
2025_0009,2025-07-22T18:00:00Z,12,131.2,19.9,15,1000
2025_0009,2025-07-23T00:00:00Z,18,130.3,20.7,18,995
2025_0009,2025-07-23T06:00:00Z,24,129.7,21.8,18,995
2025_0009,2025-07-23T12:00:00Z,30,128.9,22.5,20,990
2025_0009,2025-07-23T18:00:00Z,36,128.2,23.1,20,990
2025_0009,2025-07-24T00:00:00Z,42,127.9,24.1,20,990
2025_0009,2025-07-24T06:00:00Z,48,127.9,24.8,20,990
2025_0009,2025-07-24T12:00:00Z,54,127.2,25.8,20,990
2025_0009,2025-07-24T18:00:00Z,60,125.6,26.4,18,992
2025_0009,2025-07-25T00:00:00Z,66,123.8,26.6,18,992
2025_0009,2025-07-25T06:00:00Z,72,122.7,26.6,18,992
2025_0009,2025-07-25T12:00:00Z,78,121.9,26.4,15,994
2025_0009,2025-07-25T15:00:00Z,81,121.5,26.4,15,994
2025_0009,2025-07-25T18:00:00Z,84,121.2,26.4,15,994
2025_0009,2025-07-25T21:00:00Z,87,120.9,26.5,13,995
2025_0009,2025-07-26T00:00:00Z,90,120.7,26.6,13,995
2025_0009,2025-07-26T03:00:00Z,93,120.4,26.6,13,995
2025_0009,2025-07-26T06:00:00Z,96,120.2,26.5,10,996
2025_0009,2025-07-26T09:00:00Z,99,120.0,26.4,10,996
2025_0009,2025-07-26T12:00:00Z,102,119.6,26.3,10,996
2025_0010,2025-07-22T06:00:00Z,0,122.6,19.6,13,1000
2025_0010,2025-07-22T12:00:00Z,6,121.7,19.3,13,1000
2025_0010,2025-07-22T18:00:00Z,12,120.9,19.0,13,1000
2025_0010,2025-07-23T00:00:00Z,18,120.1,18.7,15,998
2025_0010,2025-07-23T06:00:00Z,24,119.6,18.2,18,992
2025_0010,2025-07-23T12:00:00Z,30,118.9,17.7,20,990
2025_0010,2025-07-23T18:00:00Z,36,118.2,17.1,25,985
2025_0010,2025-07-24T00:00:00Z,42,118.4,16.5,28,980
2025_0010,2025-07-24T06:00:00Z,48,118.8,16.2,28,980
2025_0010,2025-07-24T12:00:00Z,54,119.3,16.0,30,978
2025_0010,2025-07-24T18:00:00Z,60,120.1,16.7,33,975
2025_0010,2025-07-25T00:00:00Z,66,120.5,17.8,30,978
2025_0010,2025-07-25T06:00:00Z,72,121.3,19.6,23,985
2025_0010,2025-07-25T12:00:00Z,78,123.2,21.9,20,990
2025_0010,2025-07-25T18:00:00Z,84,124.8,23.4,15,995
2025_0010,2025-07-26T00:00:00Z,90,125.7,25.2,15,995
2025_0010,2025-07-26T06:00:00Z,96,126.3,26.3,13,998
2025_0010,2025-07-26T12:00:00Z,102,126.6,26.8,13,998
2025_0010,2025-07-26T18:00:00Z,108,127.3,26.7,13,998
2025_0010,2025-07-27T00:00:00Z,114,127.7,26.6,13,998
2025_0010,2025-07-27T06:00:00Z,120,128.2,26.5,15,995
2025_0010,2025-07-27T12:00:00Z,126,128.6,26.5,18,990
2025_0010,2025-07-27T18:00:00Z,132,128.3,26.4,18,990
2025_0010,2025-07-28T00:00:00Z,138,128.0,26.3,18,990
2025_0010,2025-07-28T06:00:00Z,144,128.2,26.6,18,990
2025_0010,2025-07-28T12:00:00Z,150,126.7,26.8,18,990
2025_0010,2025-07-28T18:00:00Z,156,125.6,27.0,18,990
2025_0010,2025-07-28T21:00:00Z,159,125.2,27.1,18,990
2025_0010,2025-07-29T00:00:00Z,162,124.8,27.3,18,990
2025_0010,2025-07-29T03:00:00Z,165,124.4,27.6,18,990
2025_0010,2025-07-29T06:00:00Z,168,124.1,28.0,20,985
2025_0010,2025-07-29T09:00:00Z,171,123.7,28.4,20,985
2025_0010,2025-07-29T12:00:00Z,174,123.4,28.7,20,985
2025_0010,2025-07-29T15:00:00Z,177,123.1,29.2,23,980
2025_0010,2025-07-29T18:00:00Z,180,122.8,29.6,25,978
2025_0010,2025-07-29T21:00:00Z,183,122.3,29.9,28,975
2025_0010,2025-07-30T00:00:00Z,186,122.2,30.1,25,978
2025_0010,2025-07-30T03:00:00Z,189,122.1,30.4,25,978
2025_0010,2025-07-30T06:00:00Z,192,121.9,30.6,25,978
2025_0010,2025-07-30T09:00:00Z,195,121.6,30.9,23,980
2025_0010,2025-07-30T12:00:00Z,198,121.0,31.1,20,982
2025_0010,2025-07-30T15:00:00Z,201,120.6,31.0,20,984
2025_0010,2025-07-30T18:00:00Z,204,120.3,31.2,18,985
2025_0010,2025-07-30T21:00:00Z,207,120.0,31.4,18,985
2025_0010,2025-07-31T00:00:00Z,210,119.8,31.5,18,988
2025_0010,2025-07-31T03:00:00Z,213,119.5,31.7,15,990
2025_0010,2025-07-31T06:00:00Z,216,119.1,31.9,15,990
2025_0010,2025-07-31T09:00:00Z,219,118.7,31.8,15,990
2025_0010,2025-07-31T12:00:00Z,222,118.5,31.7,13,992
2025_0010,2025-07-31T15:00:00Z,225,118.2,31.7,13,992
2025_0010,2025-07-31T18:00:00Z,228,117.9,31.8,13,992
2025_0010,2025-07-31T21:00:00Z,231,117.8,31.8,13,992
2025_0010,2025-08-01T00:00:00Z,234,117.7,31.8,10,995
2025_0010,2025-08-01T03:00:00Z,237,117.5,31.8,10,995
2025_0010,2025-08-01T06:00:00Z,240,117.4,31.8,10,995
2025_0010,2025-08-01T09:00:00Z,243,117.3,31.8,10,995
2025_0010,2025-08-01T12:00:00Z,246,117.3,31.7,10,995
2025_0010,2025-08-01T15:00:00Z,249,117.4,31.8,10,996
2025_0010,2025-08-01T18:00:00Z,252,117.5,31.9,10,996
2025_0010,2025-08-01T21:00:00Z,255,118.0,31.9,10,996
2025_0010,2025-08-02T00:00:00Z,258,118.5,32.0,10,996
2025_0010,2025-08-02T03:00:00Z,261,118.8,32.2,10,996
2025_0010,2025-08-02T06:00:00Z,264,119.1,32.3,10,996
2025_0010,2025-08-02T09:00:00Z,267,119.3,32.4,10,996
2025_0010,2025-08-02T12:00:00Z,270,119.4,32.6,10,996
2025_0010,2025-08-02T15:00:00Z,273,119.5,32.8,10,998
2025_0011,2025-07-23T12:00:00Z,0,144.5,13.0,13,1002
2025_0011,2025-07-23T18:00:00Z,6,144.2,13.5,13,1002
2025_0011,2025-07-24T00:00:00Z,12,143.9,14.2,15,1000
2025_0011,2025-07-24T06:00:00Z,18,143.6,15.1,18,998
2025_0011,2025-07-24T12:00:00Z,24,143.5,15.8,18,998
2025_0011,2025-07-24T18:00:00Z,30,143.5,16.5,18,998
2025_0011,2025-07-25T00:00:00Z,36,143.5,16.9,20,995
2025_0011,2025-07-25T06:00:00Z,42,143.4,17.3,20,995
2025_0011,2025-07-25T12:00:00Z,48,143.6,17.4,23,990
2025_0011,2025-07-25T18:00:00Z,54,143.7,17.5,23,990
2025_0011,2025-07-26T00:00:00Z,60,143.9,17.7,25,985
2025_0011,2025-07-26T06:00:00Z,66,144.2,18.0,25,985
2025_0011,2025-07-26T12:00:00Z,72,144.5,18.5,25,985
2025_0011,2025-07-26T18:00:00Z,78,145.1,19.5,30,980
2025_0011,2025-07-27T00:00:00Z,84,145.3,20.6,33,975
2025_0011,2025-07-27T06:00:00Z,90,145.5,21.5,38,970
2025_0011,2025-07-27T12:00:00Z,96,145.6,23.0,38,970
2025_0011,2025-07-27T18:00:00Z,102,145.5,24.2,40,965
2025_0011,2025-07-28T00:00:00Z,108,145.1,25.8,40,965
2025_0011,2025-07-28T06:00:00Z,114,144.5,26.8,38,970
2025_0011,2025-07-28T12:00:00Z,120,144.1,27.3,33,975
2025_0011,2025-07-28T18:00:00Z,126,143.6,27.8,30,980
2025_0011,2025-07-29T00:00:00Z,132,143.2,28.2,30,980
2025_0011,2025-07-29T06:00:00Z,138,142.9,28.5,30,980
2025_0011,2025-07-29T12:00:00Z,144,142.9,28.6,28,982
2025_0011,2025-07-29T18:00:00Z,150,142.9,28.7,25,985
2025_0011,2025-07-30T00:00:00Z,156,142.9,28.8,23,990
2025_0011,2025-07-30T06:00:00Z,162,143.2,29.0,23,990
2025_0011,2025-07-30T12:00:00Z,168,143.2,29.3,23,990
2025_0011,2025-07-30T18:00:00Z,174,143.1,29.6,23,990
2025_0011,2025-07-31T00:00:00Z,180,143.0,30.0,23,990
2025_0011,2025-07-31T06:00:00Z,186,142.7,30.6,23,990
2025_0011,2025-07-31T12:00:00Z,192,142.4,31.1,25,985
2025_0011,2025-07-31T18:00:00Z,198,142.1,31.7,25,985
2025_0011,2025-08-01T00:00:00Z,204,141.8,32.5,25,985
2025_0011,2025-08-01T06:00:00Z,210,141.4,33.8,28,982
2025_0011,2025-08-01T12:00:00Z,216,141.3,34.5,28,982
2025_0011,2025-08-01T18:00:00Z,222,141.6,35.2,28,982
2025_0011,2025-08-02T00:00:00Z,228,142.7,36.4,28,982
2025_0011,2025-08-02T06:00:00Z,234,143.9,37.5,28,982
2025_0011,2025-08-02T12:00:00Z,240,146.1,38.4,28,982
2025_0011,2025-08-02T18:00:00Z,246,148.2,39.0,28,982
2025_0011,2025-08-03T00:00:00Z,252,151.3,39.8,25,985
2025_0011,2025-08-03T06:00:00Z,258,154.5,40.6,25,985
2025_0011,2025-08-03T12:00:00Z,264,157.8,41.3,23,990
2025_0011,2025-08-03T18:00:00Z,270,161.3,42.0,20,992
2025_0011,2025-08-04T00:00:00Z,276,163.3,42.6,20,992
2025_0011,2025-08-04T06:00:00Z,282,165.9,43.4,20,990
2025_0011,2025-08-04T12:00:00Z,288,169.2,43.6,18,992
2025_0011,2025-08-04T18:00:00Z,294,173.5,43.7,18,992
2025_0011,2025-08-05T00:00:00Z,300,177.8,44.2,15,995
2025_0011,2025-08-05T06:00:00Z,306,181.9,44.7,15,995
2025_0011,2025-08-05T12:00:00Z,312,185.6,45.2,15,995
2025_0011,2025-08-05T18:00:00Z,318,190.9,46.4,15,995
2025_0012,2025-07-31T12:00:00Z,0,131.2,25.4,15,1000
2025_0012,2025-07-31T18:00:00Z,6,131.7,25.0,15,1000
2025_0012,2025-08-01T00:00:00Z,12,132.2,25.0,15,1000
2025_0012,2025-08-01T06:00:00Z,18,133.9,25.4,15,1000
2025_0012,2025-08-01T12:00:00Z,24,135.4,25.9,15,1000
2025_0012,2025-08-01T18:00:00Z,30,136.5,26.8,15,1000
2025_0012,2025-08-02T00:00:00Z,36,137.0,27.3,15,1000
2025_0012,2025-08-02T06:00:00Z,42,138.1,28.6,15,1000
2025_0012,2025-08-02T12:00:00Z,48,138.9,30.3,18,998
2025_0012,2025-08-02T18:00:00Z,54,140.1,31.7,18,998
2025_0012,2025-08-03T00:00:00Z,60,141.4,33.1,18,998
2025_0012,2025-08-03T06:00:00Z,66,143.6,34.5,18,998
2025_0012,2025-08-03T12:00:00Z,72,145.3,35.7,18,998
2025_0012,2025-08-03T18:00:00Z,78,147.6,36.7,18,998
2025_0012,2025-08-04T00:00:00Z,84,149.7,37.1,18,998
2025_0012,2025-08-04T06:00:00Z,90,151.7,37.4,18,998
2025_0012,2025-08-04T12:00:00Z,96,153.7,37.6,18,998
2025_0012,2025-08-04T18:00:00Z,102,155.9,37.9,18,998
2025_0012,2025-08-05T00:00:00Z,108,157.1,38.1,18,998
2025_0012,2025-08-05T06:00:00Z,114,158.2,38.7,18,998
2025_0012,2025-08-05T12:00:00Z,120,159.1,39.2,15,1000
